date,CPI,Mortgage_rate,Unemp_rate,disposable_income,Personal_consumption_expenditure,personal_savings
7/1/2018,251.323,4.5275,3.8,14467,13962.6,7.6
8/1/2018,251.749,4.55,3.8,14509.6,14014.5,7.6
9/1/2018,252.239,4.6275,3.7,14498.8,14030.7,7.6
10/1/2018,252.862,4.83,3.8,14527.7,14119.6,7.4
11/1/2018,252.657,4.866,3.8,14550.4,14187.8,7.2
12/1/2018,252.551,4.6375,3.9,14719.3,14050.6,9
1/1/2019,252.47,4.464,4,14714.3,14104.4,8.7
2/1/2019,253.135,4.37,3.8,14742.1,14117.9,8.8
3/1/2019,254.273,4.265,3.8,14732.5,14244.4,8.2
4/1/2019,255.163,4.1425,3.6,14678,14329.3,7.7
5/1/2019,255.325,4.072,3.6,14673.5,14372.2,7.4
6/1/2019,255.361,3.8025,3.6,14686.4,14425.7,7.2
7/1/2019,255.9,3.765,3.7,14703.7,14487.4,7
8/1/2019,256.179,3.616,3.7,14777.8,14536.4,7.2
9/1/2019,256.596,3.605,3.5,14807.9,14564.7,7.3
10/1/2019,257.305,3.688,3.6,14821.4,14607.9,7.4
11/1/2019,257.788,3.695,3.6,14885.9,14667.6,7.5
12/1/2019,258.263,3.72,3.6,14844.1,14686.3,7.3
1/1/2020,258.682,3.624,3.5,14976.5,14769.9,7.8
2/1/2020,259.007,3.465,3.5,15068.8,14785.1,8.3
3/1/2020,258.165,3.45,4.4,14844,13762.2,13.1
4/1/2020,256.094,3.306,14.7,17170.7,12021.8,33.8
5/1/2020,255.944,3.2325,13.2,16333,13058.1,24.8
6/1/2020,257.217,3.1625,11,16057.3,13889.3,19.3
7/1/2020,258.543,3.016,10.2,16151.9,14129.2,18.7
8/1/2020,259.58,2.935,8.4,15553.9,14270.5,15
9/1/2020,260.19,2.89,7.9,15643.4,14481.7,14.3
10/1/2020,260.352,2.834,6.9,15568.4,14546,13.6
11/1/2020,260.721,2.765,6.7,15366.5,14467.3,13
12/1/2020,261.564,2.684,6.7,15393.8,14389.5,14
1/1/2021,262.2,2.735,6.4,16988.6,14857.9,19.9
2/1/2021,263.346,2.81,6.2,15548.2,14699.6,13.5
3/1/2021,265.028,3.0825,6,19119.5,15458.9,26.6
4/1/2021,266.727,3.06,6,16146.9,15618.7,12.6
5/1/2021,268.599,2.9625,5.8,15669.5,15624.4,10.4
6/1/2021,270.955,2.975,5.9,15603.3,15802,9.5
7/1/2021,272.184,2.868,5.4,15735.2,15814.9,10.5
8/1/2021,273.092,2.8425,5.2,15720,15991.1,9.8
9/1/2021,274.214,2.9,4.7,15466.3,16088.9,8.1
10/1/2021,276.59,3.0675,4.6,15472.4,16309.5,7.5
11/1/2021,278.524,3.0675,4.2,15470.8,16390.9,7.6
12/1/2021,280.126,3.098,3.9,15442.7,16242.3,8.7
1/1/2022,281.933,3.445,4,15163.5,16543.3,5.8
2/1/2022,284.182,3.7625,3.8,15173.6,16635.8,5.8
3/1/2022,287.708,4.172,3.6,15119.6,16831.2,5.3
4/1/2022,288.663,4.9825,3.6,15154.4,16911.2,5.2
5/1/2022,291.474,5.23,3.6,15144.8,16954.5,5.4
